iteration,candidate,w_drag,w_thermal,w_thrust,w_tau_xy,w_tau_yaw,cost,rms_standard_m,rms_temperature_m,rms_dust_m,max_standard_m,max_temperature_m,max_dust_m
3,3,0,0,0,0,0,0.722354459960421,0.0856659822245833,0.265984820251441,0.114340365229745,0.448116251124869,0.448116251124869,0.448116251124869
3,4,0.929371487704681,1.08610378194281,1.0771604162973,0.906958282519001,0.709924790431239,0.431821408420306,0.0856659822245833,0.10126346093102,0.0858482564622412,0.448116251124869,0.448116251124869,0.448116251124869
3,5,0.923514045894566,0.976039917501106,1.23091665834066,0.868625794043206,0.767418456516362,0.462488429120541,0.0856659822245833,0.11738196371984,0.0872130245443229,0.448116251124869,0.448116251124869,0.448116251124869
3,6,0.915942251603932,0.808953724249395,1.19608560059987,0.870462228907734,0.89959940967815,0.48981189215237,0.0856659822245833,0.133684695378992,0.0867887947527861,0.448116251124869,0.448116251124869,0.448116251124869
3,7,0.927605646658953,0.990005908203043,1.10679328409388,0.994294930111863,0.986266159092217,0.43966884606106,0.0856659822245833,0.10507766933931,0.0860062531011514,0.448116251124869,0.448116251124869,0.448116251124869
3,8,0.864869115496124,1.05075306115422,0.984865854634707,0.853787110522152,1.06789182031865,0.436756218251362,0.0856659822245833,0.106175422910863,0.0856839317168892,0.448116251124869,0.448116251124869,0.448116251124869
3,9,0.975332779931495,0.957285857831527,1.03378916936311,0.78295723493989,0.598344078150525,0.433776758353599,0.0856659822245833,0.100600973687288,0.0857093781473614,0.448116251124869,0.448116251124869,0.448116251124869
3,10,0.984417748095407,1.13323959409028,0.933581263259534,0.925287617721507,0.788653537367134,0.446391569271099,0.0856659822245833,0.107661971764462,0.0858113694298511,0.448116251124869,0.448116251124869,0.448116251124869
3,11,0.966957598196637,0.974777708600599,0.810955972798333,0.742305399331058,0.929479395028231,0.447640642516603,0.0856659822245833,0.107817839827744,0.0867655619136192,0.448116251124869,0.448116251124869,0.448116251124869
3,12,0.828847127640271,0.821696914626781,1.07388509789643,0.814774795060138,0.815364881943533,0.462607221484744,0.0856659822245833,0.121244556811691,0.0858348711124084,0.448116251124869,0.448116251124869,0.448116251124869
3,13,0.921069562778944,1.00719373721401,1.1248486482956,0.865709446322408,0.783634270925245,0.440553897502807,0.0856659822245833,0.105640657808334,0.0861293589018361,0.448116251124869,0.448116251124869,0.448116251124869
3,14,0.858071969155798,0.978238147798973,1.14962945420693,0.920522956542134,0.987776148182624,0.451690050097577,0.0856659822245833,0.1134158997774,0.0863259190632247,0.448116251124869,0.448116251124869,0.448116251124869
4,1,0.938402085147785,1.01934958316081,1.02609256582592,0.877979053870531,0.848959911055502,0.431253619768249,0.0856659822245833,0.100823609347549,0.0856949602098032,0.448116251124869,0.448116251124869,0.448116251124869
4,2,1,1,1,1,1,0.431434238912126,0.0856659822245833,0.0983949137143645,0.085674638027088,0.448116251124869,0.448116251124869,0.448116251124869
4,3,0,0,0,0,0,0.722354459960421,0.0856659822245833,0.265984820251441,0.114340365229745,0.448116251124869,0.448116251124869,0.448116251124869
4,4,0.989051762489946,0.904143892339014,1.03853558374186,0.783331461270778,0.763704027067633,0.438525524865024,0.0856659822245833,0.102739961293822,0.0857193333964619,0.448116251124869,0.448116251124869,0.448116251124869
4,5,0.849785758719258,1.02867636279809,1.01606702051839,0.885788031887663,0.987533487252299,0.436661518586069,0.0856659822245833,0.106579910465651,0.0856827970597561,0.448116251124869,0.448116251124869,0.448116251124869
4,6,0.879937820709116,1.0338338854712,1.04145048082275,0.89224885755667,0.976750263271444,0.434207099355358,0.0856659822245833,0.104393586018862,0.0857248493812557,0.448116251124869,0.448116251124869,0.448116251124869
4,7,0.850903391756231,1.086471181327,0.974091275181317,0.921091893893599,0.908034290669134,0.441284843079201,0.0856659822245833,0.108811298633485,0.0856969666188338,0.448116251124869,0.448116251124869,0.448116251124869
4,8,0.911102877311617,1.02058656184849,0.961267483804205,0.829631762827525,1.21060881138099,0.433710607998639,0.0856659822245833,0.103081041666326,0.085723542394385,0.448116251124869,0.448116251124869,0.448116251124869
4,9,0.928905018976441,1.09209874875504,1.03431356817815,0.891717987688249,0.718818562398442,0.432351668590568,0.0856659822245833,0.101734754915037,0.0857091539550281,0.448116251124869,0.448116251124869,0.448116251124869
4,10,0.977068656213693,0.993201287341018,1.04507979311284,1.09759896575591,0.919448827171727,0.432670778618745,0.0856659822245833,0.0998677111916197,0.0857317018211403,0.448116251124869,0.448116251124869,0.448116251124869
4,11,0.933271306570678,1.0139534314549,0.99092465512694,0.896779904419585,0.921427767410309,0.431394691195643,0.0856659822245833,0.101142472682533,0.0856787349312539,0.448116251124869,0.448116251124869,0.448116251124869
4,12,0.917112471358443,1.07369851213463,1.01291894420623,0.941755100910252,0.859778673989226,0.432952591045787,0.0856659822245833,0.102520924574206,0.085679602888689,0.448116251124869,0.448116251124869,0.448116251124869
4,13,0.823632690304693,0.99054631465606,1.03777866857557,0.829017729613437,0.795969637059454,0.441293181065597,0.0856659822245833,0.109453507850146,0.0857171229315922,0.448116251124869,0.448116251124869,0.448116251124869
4,14,0.969040825538099,1.0571472393843,1.02859130883977,0.810672126966773,0.738008696106347,0.431139401831496,0.0856659822245833,0.0995181555651967,0.0856996764265503,0.448116251124869,0.448116251124869,0.448116251124869
